variant_id,卡名,collector_number,tcg,最佳板位,板,C1_白角,C2_係咪嗰張卡,C3_走位白邊,原生透明圓角,畫布,白角三角白佔,邊緣斜率px,內環白佔,原因,圖檔路徑
241,Eevee ex,223/187,pokemon,185,tcg300#185,fail,未檢查,pass,否,669x935,0.0439,0.0,0.003,淺色方角 2/4（圓弧外係淺灰背景）；畫布 669x935（非 429x600 標準）,apps/web/public/market-assets/79280618f4167415fb04b72c4ab23e03dddaa51d76a190d924a99c28085288c9.webp
248,Arceus & Dialga & Palkia GX,100/095,pokemon,186,tcg300#186,fail,未檢查,pass,否,716x996,0.9831,0.0,0.0594,白角 4/4（圓弧外係實心白背景）；畫布 716x996（非 429x600 標準）,apps/web/public/market-assets/508cbf9f71b2c2275504e42d656ca2eaba3871c1606584a86717da137ecdcf05.webp
235,Umbreon,092/187,pokemon,187,tcg300#187,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/ff0f23e1bd1d24a9f85cd25c5358eb9ad82fe711e47d0fe2813f093b243c52a9.webp
243,Reshiram & Zekrom GX,064/049,pokemon,188,tcg300#188,fail,未檢查,pass,否,716x996,0.9859,0.0,0.0594,白角 4/4（圓弧外係實心白背景）；畫布 716x996（非 429x600 標準）,apps/web/public/market-assets/500dcb9de0109e869f60230a86d7fef2f35c2eba37c05f2d69f1f6ff69d58614.webp
251,Mega Gardevoir ex,087/063,pokemon,189,tcg300#189,pass,未檢查,fail,是,429x600,0.0,2.0,0.0,歪斜（卡面邊緣斜 2px）,apps/web/public/market-assets/488a1230b0f0a4a27327e34f39f3cda40dd195a2658d7d071e87dd2246c8a3d6.webp
236,Yokohama's Pikachu,283/SM-P,pokemon,190,tcg300#190,fail,未檢查,pass,否,716x996,1.0,0.0,0.0987,白角 4/4（圓弧外係實心白背景）；畫布 716x996（非 429x600 標準）,apps/web/public/market-assets/1cbcd9765d761006c2b210ed50c0cc3162616bf468cf76de8b5e47b3423f3b58.webp
237,Pikachu,242/SV-P,pokemon,191,tcg300#191,pass,未檢查,pass,是,433x609,0.0,0.0,0.0002,三項都過；畫布 433x609（非 429x600 標準）,apps/web/public/market-assets/1a2a969c4800b7cd32be18758a94a831967cb60a4d3b4d9877f8ebfa11586fef.webp
246,Blastoise,003/025,pokemon,192,tcg300#192,fail,未檢查,pass,否,500x698,0.6685,0.0,0.0057,白角 3/4（圓弧外係實心白背景）；畫布 500x698（非 429x600 標準）,apps/web/public/market-assets/a982f67312d7c6948b4cd59186bbe8464cf4587fd6cca0587195a7eeb38b8277.webp
255,Reshiram ex,168/086,pokemon,193,tcg300#193,pass,未檢查,pass,否,320x452,0.3333,0.0,0.002,三項都過；畫布 320x452（非 429x600 標準）,apps/web/public/market-assets/c3a6a6cd05ebb38c8efcfc18f436fbf3f9d372beb8694a47db8cde04047376eb.webp
254,Zapdos ex,204/165,pokemon,194,tcg300#194,fail,未檢查,pass,否,640x900,0.5669,0.0,0.0026,淺色方角 1/4（圓弧外係淺灰背景）；畫布 640x900（非 429x600 標準）,apps/web/public/market-assets/5502fbcdbab8f0173466a638852b39436ae98a9b23d7cb2400fa6f12fe0fb4fb.webp
264,Pikachu,120/SV-P,pokemon,195,tcg300#195,pass,未檢查,pass,是,434x609,0.0,0.0,0.0148,三項都過；畫布 434x609（非 429x600 標準）,apps/web/public/market-assets/e15496da37fc499a84bf096ecabee6e0997e0bbc90b976af2a24168227399aee.webp
265,Venusaur,002/025,pokemon,196,tcg300#196,fail,未檢查,pass,否,600x838,0.6181,0.0,0.0048,白角 2/4（圓弧外係實心白背景）；畫布 600x838（非 429x600 標準）,apps/web/public/market-assets/0cf6f2c358bdb95e02f3cba18760b71b2b1b0e0861d748953bbf4f03008d78d3.webp
260,Charmander,168/165,pokemon,197,tcg300#197,fail,未檢查,pass,否,640x905,0.7359,0.0,0.0223,白角 2/4（圓弧外係實心白背景）；畫布 640x905（非 429x600 標準）,apps/web/public/market-assets/b89b02d2abcae035cefeb43fe195fafd5e6e35426eeef19c8f2a2ddece394844.webp
252,Pikachu VMAX,223/184,pokemon,199,tcg300#199,fail,未檢查,pass,否,716x1000,0.8023,0.0,0.0308,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/f7d3e02b385c90b5decda1fa732bd51fbf3ca9ff3417290392a14c3b8c08ec94.webp
270,Pikachu ex,136/106,pokemon,200,tcg300#200,pass,未檢查,pass,是,429x600,0.0,1.0,0.0283,三項都過,apps/web/public/market-assets/199b34251bcf8a0beaab36cc2d4a85cec39bd861c26eaa2de44a144d95501e08.webp
280,Mew V,106/100,pokemon,201,tcg300#201,fail,未檢查,pass,否,716x1000,0.8418,0.0,0.0118,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/a921348b4fd99b466fb7a14cfd4e53941fe3de561b245c1a839956f12cf11fd3.webp
282,Cynthia's Garchomp ex,087/063,pokemon,202,tcg300#202,pass,未檢查,pass,是,429x600,0.0,0.0,0.0549,三項都過,apps/web/public/market-assets/13cbc4fcc5da1462e42e042a3bc62af70be2427cc3f2dfbd61a695da57d4728c.webp
253,Zekrom ex,169/086,pokemon,203,tcg300#203,pass,未檢查,pass,否,320x452,0.3827,0.0,0.0026,三項都過；畫布 320x452（非 429x600 標準）,apps/web/public/market-assets/1301caa97d8b63f729041aca5f8c15fb1553c77fab4d245518d394499fd45292.webp
266,Mew ex,014/025,pokemon,204,tcg300#204,fail,未檢查,pass,否,500x698,0.8043,0.0,0.0057,白角 4/4（圓弧外係實心白背景）；畫布 500x698（非 429x600 標準）,apps/web/public/market-assets/ccda130c4412c68f368d97ddc6b65720509d99e9f720b3a1ac7871c63dbaa292.webp
297,M Gengar EX,079/XY-P,pokemon,206,tcg300#206,pass,未檢查,pass,是,430x610,0.0,0.0,0.0,三項都過；畫布 430x610（非 429x600 標準）,apps/web/public/market-assets/69601e18b9f7c73bcf22e370a6239970a5a25090346fa708f0f93cf2145cd66c.webp
277,Pikachu VMAX,114/100,pokemon,208,tcg300#208,pass,未檢查,pass,是,429x600,0.0,0.0,0.023,三項都過,apps/web/public/market-assets/af63a025cd49c80f416c799ca9f8c23186177a1341ab8e1eec61a509ae3faefc.webp
292,Pikachu VMAX,123/S-P,pokemon,209,tcg300#209,pass,未檢查,pass,是,430x610,0.0,0.0,0.0,三項都過；畫布 430x610（非 429x600 標準）,apps/web/public/market-assets/f7ec8a5ddce457e4e17380058b8a7ba75c57670ec3e6206cb9fc8217c488d37a.webp
325,Reshiram,020/025,pokemon,210,tcg300#210,fail,未檢查,pass,否,500x698,0.7989,0.0,0.0212,白角 4/4（圓弧外係實心白背景）；畫布 500x698（非 429x600 標準）,apps/web/public/market-assets/e44221cd3f226fe0ca3acdfad64959f9028c4d29cb09c0efd4f1bc9f663f3e45.webp
295,Charizard V,211/172,pokemon,211,tcg300#211,pass,未檢查,pass,否,709x1000,0.3898,0.0,0.0019,三項都過；畫布 709x1000（非 429x600 標準）,apps/web/public/market-assets/008210e875fa5bc26d67a0b80d00e527a175d095d2a49b3241e0ff8adf000c95.webp
288,Pikachu ex,236/187,pokemon,212,tcg300#212,fail,未檢查,pass,否,716x1000,0.6328,0.0,0.0038,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/98311f75bbc67210fb09e77d8ecb444d2154a0e2b7ae2b79f304aca5ac7f4ef1.webp
300,Zekrom,021/025,pokemon,213,tcg300#213,fail,未檢查,pass,否,500x698,0.8098,0.0,0.005,白角 4/4（圓弧外係實心白背景）；畫布 500x698（非 429x600 標準）,apps/web/public/market-assets/e3ac73e14f95be293ec1f93369ba9dda31832205b9f0803439b590e9e42221f5.webp
275,Pikachu,124/S-P,pokemon,214,tcg300#214,pass,未檢查,pass,是,430x610,0.0,0.0,0.0,三項都過；畫布 430x610（非 429x600 標準）,apps/web/public/market-assets/78415017c4b2eaefde6269305222149a27e1685df605daa1cb573beb216a781b.webp
324,Mega Lucario ex,088/063,pokemon,215,tcg300#215,pass,未檢查,pass,是,429x600,0.0,1.0,0.0,三項都過,apps/web/public/market-assets/5f66b7da4b1d7a191e0c31db4706595547b54412daeeee98ea960ccae4cfa560.webp
320,Pikachu,236/190,pokemon,216,tcg300#216,fail,未檢查,pass,否,640x912,0.5317,0.0,0.0035,淺色方角 1/4（圓弧外係淺灰背景）；畫布 640x912（非 429x600 標準）,apps/web/public/market-assets/1df71af1d308d9118b253c201f0ed797e7737808e434b0c8bf5ee251fe6276fd.webp
332,Pikachu V,222/184,pokemon,217,tcg300#217,fail,未檢查,pass,否,716x1000,0.8333,0.0,0.0052,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/045997c12c519d296ab342bbb5621c33dd35bb71b395f425eeed5ebbb916c926.webp
335,Cynthia,070/066,pokemon,218,tcg300#218,pass,未檢查,suspect,是,429x600,0.0,0.0,0.2738,白邊（內環白佔 27%）,apps/web/public/market-assets/80ab314d6e895dcbf348e27ee36b6bdf223f700ec095af8f35e3da34496726d4.webp
337,Lusamine,055/050,pokemon,219,tcg300#219,pass,未檢查,pass,是,429x600,0.0,0.0,0.0139,三項都過,apps/web/public/market-assets/d3254995fd00558a0196aa57a0a839c3aa05aafa068ec4d69193c59e16af2f1d.webp
333,Gengar,074/071,pokemon,220,tcg300#220,pass,未檢查,suspect,是,429x600,0.0,0.0,0.3959,白邊（內環白佔 40%）,apps/web/public/market-assets/1f178757c0166e85568b41d1d716547587951ed9b01eac4f0e35c6b881ddc33b.webp
339,Mega Gengar ex,230/193,pokemon,221,tcg300#221,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/5914f75a420e1b6515b8c8cc13a8afca52440122eec62d6a5421a37c8624eec0.webp
348,Carmine,130/101,pokemon,222,tcg300#222,pass,未檢查,pass,否,640x905,0.3908,0.0,0.0033,三項都過；畫布 640x905（非 429x600 標準）,apps/web/public/market-assets/0c3e2f202a40851bdf60acbd5efb8b02efece8608e9a6ec624aa18e079def5fa.webp
336,Meowth,192/SV-P,pokemon,223,tcg300#223,pass,未檢查,suspect,是,430x610,0.0,1.0,0.124,白邊（內環白佔 12%）；畫布 430x610（非 429x600 標準）,apps/web/public/market-assets/18e05fde8b46fc5b491e909e14a5af2bb03ea48e942ee17d1a4062c3c6170c33.webp
349,Gardevoir EX,019/032,pokemon,224,tcg300#224,fail,未檢查,fail,否,716x999,1.0,10.0,0.0553,白角 4/4（圓弧外係實心白背景）；歪斜（卡面邊緣斜 10px）；畫布 716x999（非 429x600 標準）,apps/web/public/market-assets/949deccb19752d01c1de367391dd3f77eb8c05fdf931fcd277f8eeec016f530e.webp
340,Mewtwo V,074/071,pokemon,225,tcg300#225,pass,未檢查,pass,是,429x600,0.0,1.0,0.0,三項都過,apps/web/public/market-assets/7493214634cff5430601bfa03c6b1e27d59987058f9b3ea7f48d066a23d49739.webp
343,Pikachu,001/028,pokemon,226,tcg300#226,pass,未檢查,fail,是,429x600,0.0,2.0,0.2496,歪斜（卡面邊緣斜 2px）；白邊（內環白佔 25%）,apps/web/public/market-assets/8a3544aa75a13f511ce17932e54da46e95aa8e71c58dc01ae2d07c1a470774f7.webp
345,Pikachu VMAX,279/184,pokemon,227,tcg300#227,pass,未檢查,pass,否,711x1000,0.3503,0.0,0.003,三項都過；畫布 711x1000（非 429x600 標準）,apps/web/public/market-assets/4e442267a72080355477e3bb50c5308d320c0be2a520e502f75517e69458b78d.webp
344,Pikachu,272/S-P,pokemon,228,tcg300#228,fail,未檢查,pass,否,716x1000,0.8701,0.0,0.0108,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/da3a4068c26e27403713c2182d297dda80ff6c8854efe854186817bdef90e0d0.webp
350,Shadow Rider Calyrex VMAX,086/070,pokemon,229,tcg300#229,fail,未檢查,pass,否,716x1000,0.7599,0.0,0.0199,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/cdce8fcec38567f27c833e0153ae8cc19aa503d7d6f8ac0961dbbb3eaae39eba.webp
351,Shining Rayquaza,057/072,pokemon,230,tcg300#230,fail,未檢查,pass,否,715x994,1.0,0.0,0.0924,白角 4/4（圓弧外係實心白背景）；畫布 715x994（非 429x600 標準）,apps/web/public/market-assets/792bc167c9b007f828fe522cb94f189a672a897e8222c1b62db295fa72cc92cc.webp
357,Mega Charizard X ex,094/080,pokemon,231,tcg300#231,pass,未檢查,pass,否,708x1000,0.3842,0.0,0.0015,三項都過；畫布 708x1000（非 429x600 標準）,apps/web/public/market-assets/62b53ecb137c79b3e98aa83ead74cf3ee191e404e1027d004a97b3e5b6e5716d.webp
352,Pikachu ex,122/106,pokemon,232,tcg300#232,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/9a6d7e5dbc3ec556125011bad393075b852e7eaf067e2ef04bc047483e916745.webp
358,Pikachu VMAX,265/S-P,pokemon,233,tcg300#233,pass,未檢查,pass,是,430x610,0.0,0.0,0.0081,三項都過；畫布 430x610（非 429x600 標準）,apps/web/public/market-assets/557009c56611463d1fd9e395254bf4a0087c4318e74fba313eb2a76a580e0145.webp
353,Mewtwo,150/165,pokemon,234,tcg300#234,pass,未檢查,pass,是,429x600,0.0,0.0,0.0047,三項都過,apps/web/public/market-assets/6e175574f56ac7a952e51cf751ba3e63a74f0b47531ce1df0471aa6cfcb1a4ba.webp
356,Roaring Moon ex,218/187,pokemon,235,tcg300#235,fail,未檢查,pass,否,600x838,0.7953,0.0,0.0028,白角 4/4（圓弧外係實心白背景）；畫布 600x838（非 429x600 標準）,apps/web/public/market-assets/26d3a1532adb2147bfae753c325fdacf6bf7bee4812c189d42f39e8cce1ae25b.webp
359,Charizard ex,185/165,pokemon,236,tcg300#236,pass,未檢查,pass,否,640x902,0.3627,0.0,0.0019,三項都過；畫布 640x902（非 429x600 標準）,apps/web/public/market-assets/a06cffbffeb699acd9fad7f0491709246e896707bde802adfd4d8bdd196baa8b.webp
363,Lillie's Determination,086/063,pokemon,237,tcg300#237,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/02246c3d44a2ba79c002b99f143f3346ec935d3213f497424a5c446ff54a0675.webp
362,Mewtwo EX,022/025,pokemon,238,tcg300#238,fail,未檢查,pass,否,716x1000,0.7938,0.0,0.0043,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/0c2aab4a8115347098bb2f917a09cbb8b926d58b5bd76e84e690955c413cd8e2.webp
341,Ethan's Ho,086/063,pokemon,239,tcg300#239,pass,未檢查,pass,是,429x600,0.0,0.0,0.0398,三項都過,apps/web/public/market-assets/1e027c030b9764bbfad6cb07d272d01f499c56918f4425884bb6c4b257dd24ba.webp
364,Oricorio ex,111/080,pokemon,240,tcg300#240,pass,未檢查,pass,否,710x1000,0.4689,0.0,0.0011,三項都過；畫布 710x1000（非 429x600 標準）,apps/web/public/market-assets/49bbc5a1d89899acf4a966582a4ca9b30781d83a0fd9bf8fbc602d7a2422f08b.webp
369,Cynthia,153/150,pokemon,241,tcg300#241,pass,未檢查,pass,是,429x600,0.0,0.0,0.0009,三項都過,apps/web/public/market-assets/aac38be40f5fb27390db9a346e23ee7dbd732babe289b44d47ceeaa8c39395f7.webp
365,Dark Gyarados,005/025,pokemon,243,tcg300#243,fail,未檢查,pass,否,500x698,0.6739,0.0,0.0042,白角 4/4（圓弧外係實心白背景）；畫布 500x698（非 429x600 標準）,apps/web/public/market-assets/d343abef9e641d04c040ede5cf0b47c2c13db715f84b8d46adbb637ce10c2d14.webp
370,Mewtwo & Mew GX,052/173,pokemon,244,tcg300#244,fail,未檢查,pass,否,716x997,0.9718,0.0,0.0309,白角 4/4（圓弧外係實心白背景）；畫布 716x997（非 429x600 標準）,apps/web/public/market-assets/6a85e1486160f668f82b969d13f64b243740daf65a6c2434666f9e45e9bda8fe.webp
368,Radiant Charizard,011/071,pokemon,245,tcg300#245,fail,未檢查,pass,否,716x1000,0.8729,0.0,0.0022,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/c72cdf662d0fa3a311a28d22871e82b29081317e385cefa1c2ec09a0c38de3b2.webp
374,Team Rocket's Moltres ex,124/098,pokemon,246,tcg300#246,pass,未檢查,pass,是,429x600,0.0,1.0,0.0113,三項都過,apps/web/public/market-assets/e17ec1790b0106e06b7cd1f7e62370efb6c9a64965b9b08c26389b85f853b700.webp
375,Mega Dragonite ex,232/193,pokemon,247,tcg300#247,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/ef2d106095d12d58cd54837f1c7e950c6a10899ce2e7b34a32f42e2375bbff25.webp
373,Psyduck,199/193,pokemon,248,tcg300#248,pass,未檢查,pass,是,429x600,0.0,0.0,0.0604,三項都過,apps/web/public/market-assets/489b0998a2cfa3b9a5ba505807abd9dbc68ee83352091e143d0be253f677453c.webp
378,Pikachu,197/SV-P,pokemon,249,tcg300#249,pass,未檢查,pass,是,430x609,0.0,0.0,0.0019,三項都過；畫布 430x609（非 429x600 標準）,apps/web/public/market-assets/52fdb475a31bbbf309813db2f8aee6a9acd3bbe4cf03598fd7b7a21be0a49435.webp
379,Green's Exploration,061/054,pokemon,250,tcg300#250,fail,未檢查,pass,否,716x999,0.9972,0.0,0.0617,白角 4/4（圓弧外係實心白背景）；畫布 716x999（非 429x600 標準）,apps/web/public/market-assets/ea905b5e6415a191e4444b24a7c01190d5697564721d3775e7bf8b94e69bab92.webp
273,Haunter,022/021,pokemon,251,tcg300#251,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/2ea8b1f32b6cd087b23f9a224cf9427f8098f381a3e0f578fe62d12369e1d3d3.webp
381,Meowth ex,114/080,pokemon,252,tcg300#252,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/83b251c7e2e6f749fd5fda5230a722e959f4770734056e64b6d43640d90693b2.webp
383,Rosa's Encouragement,115/080,pokemon,253,tcg300#253,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/4ee23920dbfa2e00c71d8d55eceb0b9efc8525cf735c7c7f51cf0317cbdcb515.webp
380,Gengar VMAX,002/019,pokemon,254,tcg300#254,fail,未檢查,pass,否,716x1000,0.791,0.0,0.0282,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/3cc8cdc751ebc8b82787c936893175287e42699694e95733128b80a15e178338.webp
384,Darkrai VSTAR,228/172,pokemon,255,tcg300#255,fail,未檢查,pass,否,706x1000,0.5,0.0,0.0058,淺色方角 2/4（圓弧外係淺灰背景）；畫布 706x1000（非 429x600 標準）,apps/web/public/market-assets/77dd4568875c866208c596fe406da112ec27aa45f4b628e278723b1fd6cea34c.webp
389,Mega Latias ex,088/063,pokemon,256,tcg300#256,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/fd1286481ca10943da962451a616a5dd2812f049da4d5505a7cff3ffccd7f27e.webp
387,Mega Gengar ex,003/021,pokemon,257,tcg300#257,fail,未檢查,pass,否,716x1000,0.8362,0.0,0.0036,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/af3aa791d70698dcd4a483b085b3b0d5eb1d9563c300ba8984a3f23f9cd1c26f.webp
393,Pikachu,291/SV-P,pokemon,258,tcg300#258,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/d0313cef7132121d8cf611ccb233fecb8c6e0d7780427eeda31795563c1e78a4.webp
386,Rayquaza,056/076,pokemon,259,tcg300#259,fail,未檢查,pass,否,716x1000,0.8757,0.0,0.0759,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/96103a1c552191ee418edc4d2cfc5b3c9af4e2cb078d3b2eb08a3c80bc3e39e1.webp
390,Mewtwo,014/032,pokemon,260,tcg300#260,fail,未檢查,pass,否,444x620,0.7554,0.0,0.0062,白角 2/4（圓弧外係實心白背景）；畫布 444x620（非 429x600 標準）,apps/web/public/market-assets/113f2bc8d52ab5cebe5a609349635950ca5abe37d153da2501a55c49157f830c.webp
392,Surfing Pikachu VMAX,022/028,pokemon,261,tcg300#261,fail,未檢查,pass,否,716x1000,0.7825,0.0,0.0308,白角 3/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/29ab8e71f4ac4b1cb2c06d9b3e74ea683d65c1186f2d6aefbbea77404879256d.webp
391,Rayquaza VMAX,284/184,pokemon,262,tcg300#262,pass,未檢查,pass,否,710x1000,0.3249,0.0,0.0035,三項都過；畫布 710x1000（非 429x600 標準）,apps/web/public/market-assets/2811d3a14dd3d320e4ffddc26cf969464528d04c45a9caaf14a93efcf8d74350.webp
123,Gengar,094/165,pokemon,263,tcg300#263,pass,未檢查,pass,是,429x600,0.0,0.0,0.0764,三項都過,apps/web/public/market-assets/63d09bc3bf6c0182ff5788ca1eb1706217397e16e6e55ef75891219c6c59e636.webp
394,Surfing Pikachu V,021/028,pokemon,264,tcg300#264,fail,未檢查,pass,否,716x1000,0.822,0.0,0.0036,白角 4/4（圓弧外係實心白背景）；畫布 716x1000（非 429x600 標準）,apps/web/public/market-assets/cae00ed05ede6df5449c4eba801ba0abccf23490f0233d1dfcc4a4dca70d2c95.webp
395,Mega Zygarde ex,117/080,pokemon,265,tcg300#265,pass,未檢查,pass,是,429x600,0.0,0.0,0.0,三項都過,apps/web/public/market-assets/26b91e82021bacfbf8ca18199183489e173095a473fa5b690495fa96861dc111.webp
